"_time","bc_uri","closed_txn",duration,"field_match_sum",linecount,"device_ip_country_code","device_ip_country_name","device_ip_city","device_ip_region_name","device_ip_latitude","device_ip_longitude","device_ip_postal_code","geo_info","artist_id","artist_name",bytes,clientip,eventcount,eventtype,mdn,sourcetype,status,timeTaken,"track_id","track_name"
"2013-01-23 15:54:04.047 PST","/sync/addtolibrary/01011207201000005652000000000023",1,"0.122858",3,3,US,"United States",Austin,TX,"30.267200000000003","-97.7431",,"Austin, United States",,"T-Pain",2224,"10.89.181.26",3,"ua-mobile-ipad",5552287241,"access_custom radius",200,889,01011207201000005652000000000023,"5 0'Clock"
"2013-01-23 15:54:01.021 PST","/playhistory/uploadhistory /sync/addtolibrary/01011207201000005652000000000017 /sync/addtolibrary/01011207201000005652000000000084",1,"20.352703",9,9,US,"United States",Tilton,NH,"43.43289999999999","-71.5682",03276,"Tilton, United States",,"Gavin DeGraw Snoop Dogg","1445 3024 759","10.187.99.83",9,"ua-mobile-android","5552144967 5553740044 5557065509","access_custom radius",200,"409 630 898","01011207201000005652000000000017 01011207201000005652000000000084","Not Over You Young Wild & Free"
"2013-01-23 15:53:48.953 PST","/sync/addtolibrary/01011207201000005652000000000068",1,"0.071822",3,3,US,"United States",Tilton,NH,"43.43289999999999","-71.5682",03276,"Tilton, United States",,LMFAO,2915,"10.178.191.121",3,"ua-mobile-ipad",5558225901,"access_custom radius",200,636,01011207201000005652000000000068,"Sexy And I Know It"
"2013-01-23 15:53:40.909 PST","/ads/showbanner /auth/5555750166 /sync/addtolibrary/01011207201000005652000000000021",1,"40.43897",9,9,US,"United States",Tilton,NH,"43.43289999999999","-71.5682",03276,"Tilton, United States",,Rihanna,"1250 2772 3980","10.169.212.193",9,"ua-mobile-android ua-mobile-blackberry","5554358850 5555517941 5555750166","access_custom radius",200,"482 514 720",01011207201000005652000000000021,"We Found Love"
"2013-01-23 15:53:14.767 PST","/sync/addtolibrary/01011207201000005652000000000017",1,"0.078823",3,3,US,"United States",Arcadia,CA,"34.139700000000005","-118.0353",,"Arcadia, United States",,"Snoop Dogg",1722,"10.90.54.1",3,"ua-mobile-iphone",5556357136,"access_custom radius",200,769,01011207201000005652000000000017,"Young Wild & Free"
"2013-01-23 15:53:08.721 PST","/browse/search/Gym+Class+Heroes /sync/addtolibrary/01011207201000005652000000000021",1,"11.137721",6,6,US,"United States",Tilton,NH,"43.43289999999999","-71.5682",03276,"Tilton, United States",,Rihanna,"1488 3239","10.184.108.156",6,"ua-mobile-iphone","5553283593 5557824204","access_custom radius","200 503","468 971",01011207201000005652000000000021,"We Found Love"
"2013-01-23 15:53:08.721 PST","/sync/addtolibrary/01011207201000005652000000000068",1,"0.174029",3,3,US,"United States",Tilton,NH,"43.43289999999999","-71.5682",03276,"Tilton, United States",,LMFAO,1748,"10.90.100.32",3,"ua-mobile-iphone",5552450005,"access_custom radius",200,210,01011207201000005652000000000068,"Sexy And I Know It"
"2013-01-23 15:53:04.698 PST","/sync/addtolibrary/01011207201000005652000000000037",1,"0.147131",3,3,US,"United States","Mountain View",CA,"37.41919999999999","-122.0574",94043,"Mountain View, United States",,"Big Sean",1874,"10.185.34.113",3,"ua-mobile-android",5554593084,"access_custom radius",200,785,01011207201000005652000000000037,Dance
"2013-01-23 15:52:54.639 PST","/auth/5552121383 /sync/addtolibrary/01011207201000005652000000000041",1,"5.20717",6,6,US,"United States",Tilton,NH,"43.43289999999999","-71.5682",03276,"Tilton, United States",,"David Guetta","1830 2025","10.86.252.201",6,"ua-mobile-iphone","5552121383 5556347018","access_custom radius",200,"355 595",01011207201000005652000000000041,"Without You"
"2013-01-23 15:52:53.618 PST","/sync/addtolibrary/01011207201000005652000000000025",1,"0.082741",3,3,US,"United States",Denver,CO,"39.7388","-104.4083",80208,"Denver, United States",,,584,"10.152.57.49",3,"ua-mobile-android",5554501823,"access_custom radius",200,946,01011207201000005652000000000025,
"2013-01-23 15:52:39.518 PST","/playhistory/uploadhistory /sync/addtolibrary/01011207201000005652000000000014",1,"11.15824",6,6,US,"United States",Tilton,NH,"43.43289999999999","-71.5682",03276,"Tilton, United States",,"Luke Bryan","1684 2350","10.174.187.15",6,"ua-mobile-android","5557131993 5558032080","access_custom radius",200,"140 463",01011207201000005652000000000014,"I Don't Want This Night To End"
"2013-01-23 15:52:33.475 PST","/playhistory/uploadhistory /sync/addtolibrary/01011207201000005652000000000047",1,"51.418665",6,6,US,"United States",Tilton,NH,"43.43289999999999","-71.5682",03276,"Tilton, United States",,"Bruno Mars","2189 2345","10.91.164.40",6,"ua-mobile-ipad ua-mobile-iphone","5555635916 5557856809","access_custom radius",200,"190 594",01011207201000005652000000000047,"It Will Rain"
"2013-01-23 15:52:00.302 PST","/sync/addtolibrary/01011207201000005652000000000055 /sync/createplaylist",1,"52.472401",6,6,US,"United States",Tilton,NH,"43.43289999999999","-71.5682",03276,"Tilton, United States",,"Kelly Clarkson","2802 2873","10.186.233.107",6,"ua-mobile-android ua-mobile-iphone","5554401598 5555631799","access_custom radius",200,"361 814",01011207201000005652000000000055,"Mr. Know It All"
"2013-01-23 15:52:48.204 PST","/sync/addtolibrary/01011207201000005652000000000003 /sync/addtolibrary/01011207201000005652000000000047",1,"0.198206",5,5,US,"United States",Arcadia,CA,"34.139700000000005","-118.0353",,"Arcadia, United States",,"Bruno Mars Drake",1488,"10.88.63.200",5,"ua-mobile-iphone",5556374832,"access_custom radius","200 503",468,"01011207201000005652000000000003 01011207201000005652000000000047","Headlines It Will Rain"
"2013-01-23 15:52:19.414 PST","/sync/addtolibrary/01011207201000005652000000000049",1,"0.110758",3,3,US,"United States",Tilton,NH,"43.43289999999999","-71.5682",03276,"Tilton, United States",,Rihanna,782,"10.98.218.30",3,"ua-mobile-android",5554401225,"access_custom radius",200,739,01011207201000005652000000000049,"You Da One"
"2013-01-23 15:52:11.371 PST","/sync/addtolibrary/01011207201000005652000000000011",1,"0.12671",3,3,US,"United States",Denver,CO,"39.7388","-104.4083",80208,"Denver, United States",,"J.Cole",2217,"10.163.243.2",3,"ua-mobile-blackberry",5555137632,"access_custom radius",200,627,01011207201000005652000000000011,"Work Out"
"2013-01-23 15:52:11.371 PST","/sync/addtolibrary/01011207201000005652000000000037",1,"0.052501",3,3,US,"United States",Tilton,NH,"43.43289999999999","-71.5682",03276,"Tilton, United States",,"Big Sean",1250,"10.153.58.241",3,"ua-mobile-android",5559902928,"access_custom radius",200,143,01011207201000005652000000000037,Dance
"2013-01-23 15:52:03.323 PST","/sync/addtolibrary/01011207201000005652000000000083",1,"0.065411",3,3,US,"United States",Tilton,NH,"43.43289999999999","-71.5682",03276,"Tilton, United States",,"Toby Keith",426,"10.85.89.218",3,"ua-mobile-android",5553555893,"access_custom radius",200,191,01011207201000005652000000000083,"Red Solo Cup"
"2013-01-23 15:51:51.256 PST","/ads/showbanner /sync/addtolibrary/01011207201000005652000000000023",1,"43.428165",6,6,US,"United States",Tilton,NH,"43.43289999999999","-71.5682",03276,"Tilton, United States",,"T-Pain","3717 795","10.186.174.30",6,"ua-mobile-android ua-mobile-iphone","5554034102 5557422487","access_custom radius",200,"359 793",01011207201000005652000000000023,"5 0'Clock"
"2013-01-23 15:51:50.256 PST","/sync/addtolibrary/01011207201000005652000000000003",1,"0.157687",3,3,US,"United States",Static,TN,"36.621700000000004","-85.0861",,"Static, United States",,Drake,824,"10.178.163.168",3,"ua-mobile-ipad ua-mobile-iphone",5555315987,"access_custom radius",200,993,01011207201000005652000000000003,Headlines
"2013-01-23 15:51:48.235 PST","/sync/addtolibrary/01011207201000005652000000000013",1,"0.172537",3,3,US,"United States",Tilton,NH,"43.43289999999999","-71.5682",03276,"Tilton, United States",,Adele,2705,"10.187.36.80",3,"ua-mobile-android",5557443407,"access_custom radius",200,237,01011207201000005652000000000013,"Someone Like You"
"2013-01-23 15:51:48.151 PST","/sync/addtolibrary/01011207201000005652000000000003 /sync/addtolibrary/01011207201000005652000000000047",1,"0.17973",5,5,US,"United States",Austin,TX,"30.267200000000003","-97.7431",,"Austin, United States",,"Bruno Mars Drake",1488,"10.176.185.54",5,"ua-mobile-iphone",5556374832,"access_custom radius","200 503",468,"01011207201000005652000000000003 01011207201000005652000000000047","Headlines It Will Rain"
"2013-01-23 15:51:45.213 PST","/browse/home /sync/addtolibrary/01011207201000005652000000000007 /sync/createplaylist",1,"41.400576",9,9,US,"United States",Tilton,NH,"43.43289999999999","-71.5682",03276,"Tilton, United States",,"Jay Z Kanye West","1188 3004 3027","10.176.221.247",9,"ua-mobile-android","5552225223 5556404243 5557824204","access_custom radius",200,"201 572 782",01011207201000005652000000000007,"Ninjas in Paris"
"2013-01-23 15:51:31.146 PST","/browse/tracks/01011207201000005652000000000021 /sync/addtolibrary/01011207201000005652000000000047",1,"55.401047",6,6,US,"United States",Tilton,NH,"43.43289999999999","-71.5682",03276,"Tilton, United States",,"Bruno Mars Rihanna","1590 3732","10.121.37.17",6,"ua-mobile-android ua-mobile-ipad","5552337761 5554995736","access_custom radius",200,"771 788","01011207201000005652000000000021 01011207201000005652000000000047","It Will Rain We Found Love"
"2013-01-23 15:51:26.965 PST","/sync/addtolibrary/01011207201000005652000000000011",1,"0.093406",3,3,US,"United States",Tilton,NH,"43.43289999999999","-71.5682",03276,"Tilton, United States",,"J.Cole",206,"10.166.101.209",3,"ua-mobile-ipad ua-mobile-iphone",5553133793,"access_custom radius",200,703,01011207201000005652000000000011,"Work Out"
"2013-01-23 15:51:16.898 PST","/sync/addtolibrary/01011207201000005652000000000031",1,"0.117043",3,3,US,"United States",Tilton,NH,"43.43289999999999","-71.5682",03276,"Tilton, United States",,"Katy Perry",2355,"10.99.199.248",3,"ua-mobile-blackberry",5555698038,"access_custom radius",200,872,01011207201000005652000000000031,"The One That Got Away"
"2013-01-23 15:51:09.872 PST","/sync/addtolibrary/01011207201000005652000000000003",1,"0.141087",3,3,US,"United States",Tilton,NH,"43.43289999999999","-71.5682",03276,"Tilton, United States",,Drake,965,"10.121.11.184",3,"ua-mobile-android",5557542589,"access_custom radius",200,785,01011207201000005652000000000003,Headlines
"2013-01-23 15:51:09.872 PST","/sync/addtolibrary/01011207201000005652000000000031",1,"0.192343",3,3,US,"United States",Austin,TX,"30.267200000000003","-97.7431",,"Austin, United States",,"Katy Perry",2815,"10.147.89.174",3,"ua-mobile-iphone",5555826139,"access_custom radius",200,107,01011207201000005652000000000031,"The One That Got Away"
"2013-01-23 15:51:05.843 PST","/sync/addtolibrary/01011207201000005652000000000025",1,"0.187717",3,3,US,"United States",Tilton,NH,"43.43289999999999","-71.5682",03276,"Tilton, United States",,,2963,"10.147.6.208",3,"ua-mobile-iphone",5557438596,"access_custom radius",200,809,01011207201000005652000000000025,
"2013-01-23 15:50:53.778 PST","/sync/addtolibrary/01011207201000005652000000000025",1,"0.177088",3,3,US,"United States",Denver,CO,"39.7388","-104.4083",80208,"Denver, United States",,,546,"10.173.5.59",3,"ua-mobile-iphone",5554354010,"access_custom radius",200,842,01011207201000005652000000000025,
"2013-01-23 15:50:33.473 PST","/sync/addtolibrary/01011207201000005652000000000025 /sync/addtolibrary/01011207201000005652000000000037",1,"53.52437",6,6,US,"United States",Tilton,NH,"43.43289999999999","-71.5682",03276,"Tilton, United States",,"Big Sean","1053 1777","10.86.220.2",6,"ua-mobile-blackberry ua-mobile-iphone","5553184966 5555050861","access_custom radius",200,"424 461","01011207201000005652000000000025 01011207201000005652000000000037",Dance
"2013-01-23 15:50:31.447 PST","/sync/addtolibrary/01011207201000005652000000000021",1,"0.145968",3,3,US,"United States",Tilton,NH,"43.43289999999999","-71.5682",03276,"Tilton, United States",,Rihanna,2671,"10.88.53.92",3,"ua-mobile-iphone",5557621778,"access_custom radius",200,147,01011207201000005652000000000021,"We Found Love"
"2013-01-23 15:50:16.301 PST","/sync/addtolibrary/01011207201000005652000000000084",1,"0.125653",3,3,US,"United States",Denver,CO,"39.7388","-104.4083",80208,"Denver, United States",,"Gavin DeGraw",2469,"10.149.73.47",3,"ua-mobile-iphone",5555570461,"access_custom radius",200,677,01011207201000005652000000000084,"Not Over You"
"2013-01-23 15:50:13.301 PST","/sync/addtolibrary/01011207201000005652000000000041",1,"0.129823",3,3,US,"United States",Static,TN,"36.621700000000004","-85.0861",,"Static, United States",,"David Guetta",245,"10.186.115.80",3,"ua-mobile-ipad",5554210126,"access_custom radius",200,798,01011207201000005652000000000041,"Without You"
"2013-01-23 15:49:59.525 PST","/browse/tracks/01011207201000005652000000000029 /sync/addtolibrary/01011207201000005652000000000041",1,"7.81005",6,6,US,"United States",Arcadia,CA,"34.139700000000005","-118.0353",,"Arcadia, United States",,"David Guetta Gym Class Heroes","1488 1746","10.179.242.29",6,"ua-mobile-android ua-mobile-iphone","5552877073 5555534432","access_custom radius","200 503","468 712","01011207201000005652000000000029 01011207201000005652000000000041","Stereo Hearts Without You"
